"","Gravedad_victima","Fecha_incidente","Hora_incidente","Clase_incidente","Direccion_incidente","Sexo","Edad","Condicion","Mes","Dia","Num_dia","Hora","Grupo_edad","Año","Radicado","Latitud","Longitud","Comuna","Barrio"
"69828","Muertos","6/03/2016","20:18:00","Caida Ocupante","Via Las Palmas","M","42","Ciclista","Mar","Dom",6,"20","40 - 49",2016,14126,"Sin Inf","Sin Inf","Sin Inf","Sin Inf"
"69891","Muertos","7/03/2016","11:30:00","Atropello","CR 51 CL 54 - 08","M","85","Peatón","Mar","Lun",7,"11","80 o más",2016,12895,"6,253709446","-75,56724905","10 - La Candelaria","Villa Nueva"
"69892","Muertos","7/03/2016","11:30:00","Atropello","CR 76 CL 104 D - 02","M","72","Peatón","Mar","Lun",7,"11","70 - 79",2016,12913,"6,304356061","-75,57413057","06 - Doce de Octubre","Santander"
"69966","Muertos","8/03/2016","07:45:00","Atropello","CR 50 A CL 68","M","63","Peatón","Mar","Mar",8,"7","60 - 69",2016,13685,"6,26469817","-75,5609171","04 - Aranjuez","San Pedro"
"70073","Muertos","9/03/2016","09:30:00","Atropello","CR 43 CL 54 - 21","F","35","Peatón","Mar","Mié",9,"9","30 - 39",2016,13232,"6,250260045","-75,56134101","10 - La Candelaria","Villa Nueva"
"70296","Muertos","11/03/2016","13:54:00","Atropello","CRA 50 CL 3","M","16","Motociclista","Mar","Vie",11,"13","10 - 19",2016,13832,"6,207399736","-75,57919466","11 - Laureles Estadio","Campo Amor"
"70508","Muertos","13/03/2016","20:55:00","Atropello","CL 33 CR 65","M","55","Peatón","Mar","Dom",13,"20","50 - 59",2016,15412,"6,239497053","-75,58306243","11 - Laureles Estadio","Los Conquistadores"
"70511","Muertos","13/03/2016","21:00:00","Choque","CR 38 CL 18 - 101","M","42","Motociclista","Mar","Dom",13,"21","40 - 49",2016,14130,"6,247142939","-75,57709987","14 - El Poblado","Corazón de Jesús"
"70618","Muertos","14/03/2016","17:22:00","Choque","CR 54 CL 36 - 20","M","49","Ciclista","Mar","Lun",14,"17","50 - 59",2016,14398,"6,240000995","-75,57547336","10 - La Candelaria","Calle Nueva"
"70646","Muertos","15/03/2016","03:52:00","Atropello","CR 50 CL 31","M","69","Motociclista","Mar","Mar",15,"3","70 - 79",2016,14420,"6,232935603","-75,57466079","10 - La Candelaria","Perpetuo Socorro"
"70692","Muertos","15/03/2016","14:15:00","Atropello","CL 50 CR 66 - 70","M","57","Peatón","Mar","Mar",15,"14","50 - 59",2016,15692,"6,234541898","-75,61485796","11 - Laureles Estadio","Las Violetas"
"70825","Muertos","16/03/2016","18:05:00","Choque","CL 44 CR 57","M","45","Motociclista","Mar","Mié",16,"18","40 - 49",2016,14882,"6,246313877","-75,57525396","10 - La Candelaria","Sin Inf"
"70970","Muertos","18/03/2016","01:05:00","Atropello","CL 44 CR 59 - 68","F","58","Peatón","Mar","Vie",18,"1","50 - 59",2016,15125,"6,247470995","-75,5780529","10 - La Candelaria","Corazón de Jesús"
"71066","Muertos","18/03/2016","22:21:00","Atropello","CR 54 CL 123 - 90","F","53","Peatón","Mar","Vie",18,"22","50 - 59",2016,15348,"6,221805674","-75,70381574","02 - Santa Cruz","Suburbano La Loma"
"71089","Muertos","19/03/2016","06:35:00","Atropello","CR 64 C CL 96","M","29","Peatón","Mar","Sáb",19,"6","20 - 29",2016,15464,"6,288414625","-75,56942268","05 - Castilla","Tricentenario"
"71155","Muertos","19/03/2016","18:40:00","Atropello","CR 83 CL 29 A - 104","M","70","Peatón","Mar","Sáb",19,"18","70 - 79",2016,15401,"6,231068155","-75,6057384","16 - Belén","Los Alpes"
"71209","Muertos","20/03/2016","05:00:00","Caida Ocupante","CR 76 A CL 3 C","M","21","Motociclista","Mar","Dom",20,"5","20 - 29",2016,15426,"6,215225037","-75,6011959","16 - Belén","Loma de los Bernal"
"71327","Muertos","21/03/2016","14:00:00","Atropello","KM 36 + 829 palmitas","M","86","Peatón","Mar","Lun",21,"14","80 o más",2016,15676,"6,221805674","-75,70381574","50 - Corregimiento de San Sebastián de Palmitas","Palmitas Sector Central"
"71362","Muertos","21/03/2016","22:30:00","Choque","CL 31 B CR 89 D - 181","M","22","Motociclista","Mar","Lun",21,"22","20 - 29",2016,15508,"6,234541898","-75,61485796","16 - Belén","Las Violetas"
"71384","Muertos","22/03/2016","11:30:00","Atropello","CR 83 CL 102 C 45","F","85","Peatón","Mar","Mar",22,"11","80 o más",2016,15664,"6,304576458","-75,58174129","06 - Doce de Octubre","Doce de Octubre No.1"
"71452","Muertos","23/03/2016","07:10:00","Atropello","CR 51 CL 45 - 75","M","67","Peatón","Mar","Mié",23,"7","60 - 69",2016,17991,"6,246594027","-75,5701494","10 - La Candelaria","Guayaquil"
"71614","Muertos","25/03/2016","22:50:00","Atropello","CR 62 CL 80 C","M","14","Peatón","Mar","Vie",25,"22","10 - 19",2016,15720,"6,277217197","-75,56888374","04 - Aranjuez","Moravia"
"71634","Muertos","26/03/2016","10:39:00","Choque","CR 64 C CL 63 - 120","M","22","Motociclista","Mar","Sáb",26,"10","20 - 29",2016,15736,"6,263267487","-75,57499428","07 - Robledo","Universidad Nacional"
"71702","Muertos","27/03/2016","03:50:00","Atropello","CL 50 CR 35 - 37","M","73","Peatón","Mar","Dom",27,"3","70 - 79",2016,15764,"6,24353559","-75,55638767","09 - Buenos Aires","Barrio Caicedo"
"71713","Muertos","27/03/2016","10:00:00","Atropello","CR 80 Cl 46 - 67","M","78","Peatón","Mar","Dom",27,"10","70 - 79",2016,15788,"6,257015397","-75,59827594","12 - La América","La Floresta"
"71868","Muertos","28/03/2016","21:18:00","Atropello","DG 75 B CL 6 - 105","M","67","Peatón","Mar","Lun",28,"21","60 - 69",2016,16085,"6,217326762","-75,5985785","16 - Belén","La Mota"
"71874","Muertos","28/03/2016","22:22:00","Atropello","CR 62 CL 58","F","46","Peatón","Mar","Lun",28,"22","40 - 49",2016,17078,"6,17271165","-75,6434505","80 - Corregimiento de San Antonio de Prado","Cabecera San Antonio De Prado"
"72049","Muertos","31/03/2016","00:50:00","Choque","CL 55 CR 73","M","23","Motociclista","Mar","Jue",31,"0","20 - 29",2016,16649,"6,264782187","-75,58756842","11 - Laureles Estadio","Nueva Villa de la Iguaná"
"72205","Muertos","1/04/2016","19:15:00","Choque","DG 75 CC CL 01 - 110","M","27","Motociclista","Abr","Vie",1,"19","20 - 29",2016,50016000206201217024,"6,211135977","-75,59776263","16 - Belén","La Mota"
"72206","Muertos","1/04/2016","19:15:00","Choque","DG 75 CC CL 01 - 110","F","26","Acompañante de Motocicleta","Abr","Vie",1,"19","20 - 29",2016,50016000206201217024,"6,211135977","-75,59776263","16 - Belén","La Mota"
"72574","Muertos","6/04/2016","14:40:00","Choque","CR 65 CL 72 - 150","M","19","Motociclista","Abr","Mié",6,"14","10 - 19",2016,17924,"6,272340956","-75,57501487","05 - Castilla","Caribe"
"72610","Muertos","6/04/2016","20:20:00","Atropello","CL 86 B CR 36A - 32","M","69","Peatón","Abr","Mié",6,"20","70 - 79",2016,18191,"6,279800219","-75,54695864","03 - Manrique","Las Granjas"
"72685","Muertos","7/04/2016","21:10:00","Atropello","CR 62 CL 57","M","70","Peatón","Abr","Jue",7,"21","70 - 79",2016,18250,"6,173812503","-75,64389092","10 - La Candelaria","Cabecera San Antonio de Prado"
"72802","Muertos","8/04/2016","19:05:00","Atropello","CR 80 CL 50 - 140","M","82","Peatón","Abr","Vie",8,"19","80 o más",2016,18492,"6,264671445","-75,59627029","11 - Laureles Estadio","Los Colores"
"73001","Muertos","10/04/2016","23:39:00","Volcamiento","CL 59 CR 126","M","52","Conductor","Abr","Dom",10,"23","50 - 59",2016,7465,"6,27565794","-75,63093234","60 - Corregimiento de San Cristóbal","La Loma Oriental"
"73291","Muertos","14/04/2016","05:17:00","Atropello","CR 78 CL 110A - 22","M","67","Peatón","Abr","Jue",14,"5","60 - 69",2016,19787,"6,308433936","-75,5744195","06 - Doce de Octubre","Santander"
"73442","Muertos","15/04/2016","12:00:00","Caida Ocupante","CR 63 CL 120","M","35","Acompañante de Motocicleta","Abr","Vie",15,"12","30 - 39",2016,19688,"6,310698696","-75,55748709","05 - Castilla","Toscana"
"73529","Muertos","16/04/2016","09:30:00","Caida Ocupante","CR 55 CL 50 - 27","M","43","Pasajero","Abr","Sáb",16,"9","40 - 49",2016,31101,"6,251547193","-75,57195804","10 - La Candelaria","San Benito"
"73596","Muertos","17/04/2016","02:40:00","Choque","CR 80 CL 104E","M","15","Motociclista","Abr","Dom",17,"2","10 - 19",2016,19892,"6,305943151","-75,57676133","06 - Doce de Octubre","Santander"
"73633","Muertos","17/04/2016","12:20:00","Choque","CL 30 CRA 52","M","18","Motociclista","Abr","Dom",17,"12","10 - 19",2016,21774,"6,231737138","-75,57740396","11 - Laureles Estadio","Santa Fé"
"74294","Muertos","23/04/2016","21:47:00","Atropello","CR 64 CL 63","M","47","Peatón","Abr","Sáb",23,"21","40 - 49",2016,21256,"6,263267487","-75,57499428","07 - Robledo","Universidad Nacional"
"74425","Muertos","25/04/2016","06:23:00","Choque","CR 64 C CL 78 - 580","M","28","Motociclista","Abr","Lun",25,"6","20 - 29",2016,21291,"6,275719685","-75,57308284","05 - Castilla","Terminal de Transporte"
"74510","Muertos","25/04/2016","23:00:00","Atropello","CR 65 CL 84 A","M","67","Peatón","Abr","Lun",25,"23","60 - 69",2016,21551,"6,280477785","-75,57235506","05 - Castilla","Terminal de Transporte"
"74556","Muertos","26/04/2016","13:45:00","Atropello","CR 59 CL 28 - 13","M","89","Peatón","Abr","Mar",26,"13","80 o más",2016,21762,"6,228654369","-75,58246031","15 - Guayabal","Trinidad"
"75131","Muertos","2/05/2016","17:00:00","Choque","CL 73 CR 76 A - 354","M","64","Ciclista","May","Lun",2,"17","60 - 69",2017,61297,"6,272615997","-75,58611046","07 - Robledo","Facultad de Minas U. Nacional"
"75311","Muertos","4/05/2016","17:30:00","Choque","CL 67 CR 48 A","F","31","Motociclista","May","Mié",4,"17","30 - 39",2016,23380,"6,26314665","-75,55870503","10 - La Candelaria","Prado"
"75443","Muertos","6/05/2016","00:15:00","Choque","CRA 12 CL 11 Sur - 338","M","26","Motociclista","May","Vie",6,"0","20 - 29",2016,23632,"6,189163229","-75,54694871","90 - Corregimiento de Santa Elena","Las Palmas"
"75444","Muertos","6/05/2016","00:15:00","Choque","CRA 12 CL 11 Sur - 338","M","18","Acompañante de Motocicleta","May","Vie",6,"0","10 - 19",2016,23632,"6,189163229","-75,54694871","90 - Corregimiento de Santa Elena","Las Palmas"
"75445","Muertos","6/05/2016","00:16:00","Choque","CRA 12 CL 11 Sur - 338","M","22","Motociclista","May","Vie",6,"0","20 - 29",2016,23632,"6,189163229","-75,54694871","90 - Corregimiento de Santa Elena","Las Palmas"
"75565","Muertos","7/05/2016","04:30:00","Choque","CR 39 CL 71 A","M","23","Motociclista","May","Sáb",7,"4","20 - 29",2016,23823,"6,266907785","-75,54980536","03 - Manrique","Manrique Oriental"
"75614","Muertos","7/05/2016","14:15:00","Choque","CR 62 CL 58","M","66","Motociclista","May","Sáb",7,"14","60 - 69",2016,23856,"6,260362813","-75,57330223","10 - La Candelaria","El Chagualo"
"76106","Muertos","13/05/2016","13:10:00","Choque","CR 99 CL 55","F","18","Acompañante de Motocicleta","May","Vie",13,"13","10 - 19",2016,24740,"6,27239505","-75,60871526","60 - Corregimiento de San Cristóbal","Area De Expansion Altos De Calasanz"
"76152","Muertos","13/05/2016","23:40:00","Caida Ocupante","Vía Medellin San Felix Km 2","M","21","Motociclista","May","Vie",13,"23","20 - 29",2016,24819,"6,221805674","-75,70381574","60 - Corregimiento de San Cristóbal","Área de Expansión Pajarito"
"76200","Muertos","14/05/2016","17:10:00","Atropello","CR 48 CL 67 - 11","F","65","Peatón","May","Sáb",14,"17","60 - 69",2016,24884,"6,263306228","-75,55762491","04 - Aranjuez","Manrique Central No. 1"
"76332","Muertos","15/05/2016","23:15:00","Choque","CR 75 CL 48 Sur","M","24","Motociclista","May","Dom",15,"23","20 - 29",2016,24989,"6,17911899","-75,65439186","80 - Corregimiento de San Antonio de Prado","Área De Expansión San Antonio De Prado"
"76336","Muertos","16/05/2016","04:40:00","Choque","CR 50 CL 14","M","51","Motociclista","May","Lun",16,"4","50 - 59",2016,25000,"6,217028698","-75,57821665","14 - El Poblado","Santa Fé"
"76361","Muertos","16/05/2016","07:30:00","Choque","CR 50 CL 8 Sur - 717","M","22","Motociclista","May","Lun",16,"7","20 - 29",2016,50016000206201626624,"6,19763921","-75,580997","15 - Guayabal","Guayabal"
"76392","Muertos","16/05/2016","16:00:00","Atropello","CR 57 CL 41","M","63","Peatón","May","Lun",16,"16","60 - 69",2016,25508,"6,242436113","-75,5767168","10 - La Candelaria","Inst"
"76589","Muertos","18/05/2016","11:57:00","Choque","CL 28 CR 87A","M","19","Motociclista","May","Mié",18,"11","10 - 19",2016,80166,"6,229828745","-75,60969783","16 - Belén","Las Violetas"
"76725","Muertos","19/05/2016","17:24:00","Atropello","CL 77 CR 56 - 10","F","40","Peatón","May","Jue",19,"17","40 - 49",2016,25911,"6,274935209","-75,56790318","04 - Aranjuez","Moravia"
"76829","Muertos","20/05/2016","18:00:00","Atropello","CR 50 CL 66 - 21","M","87","Peatón","May","Vie",20,"18","80 o más",2016,26150,"6,26295283","-75,56066302","10 - La Candelaria","Prado"
"76841","Muertos","20/05/2016","21:15:00","Choque","CL 58 CR 57","M","43","Motociclista","May","Vie",20,"21","40 - 49",2016,50016000206204624896,"6,258269603","-75,57181765","10 - La Candelaria","El Chagualo"
"76907","Muertos","21/05/2016","15:00:00","Choque","CL 30 CR 70","M","16","Motociclista","May","Sáb",21,"15","10 - 19",2016,26249,"6,231597123","-75,59145227","16 - Belén","Rosales"
"77057","Muertos","23/05/2016","02:20:00","Choque","CR 63 B CL 43","F","20","Motociclista","May","Lun",23,"2","20 - 29",2016,26344,"6,250106923","-75,58143471","11 - Laureles Estadio","Naranjal"
"77117","Muertos","23/05/2016","17:30:00","Choque","CR 51 C CL 81","M","20","Motociclista","May","Lun",23,"17","20 - 29",2016,26595,"6,275306508","-75,56367453","04 - Aranjuez","Miranda"
"77228","Muertos","25/05/2016","00:00:00","Atropello","Sin Información","M","46","Peatón","May","Mié",25,"0","40 - 49",2016,50016000206201634816,"Sin Inf","Sin Inf","Sin Inf","Sin Inf"
"77386","Muertos","26/05/2016","14:30:00","Choque","CR 52 CL 104 - 03","M","35","Motociclista","May","Jue",26,"14","30 - 39",2016,27261,"6,295565803","-75,55938432","02 - Santa Cruz","Villa Niza"
"77445","Muertos","27/05/2016","03:00:00","Choque","CL 56 CR 23","M","18","Motociclista","May","Vie",27,"3","10 - 19",2016,27298,"6,244055189","-75,54042312","08 - Villa Hermosa","Trece de Noviembre"
"77672","Muertos","30/05/2016","00:30:00","Choque","CL 78 CR 45","M","17","Motociclista","May","Lun",30,"0","10 - 19",2016,28726,"6,27112338","-75,55444511","04 - Aranjuez","Campo Valdés No. 1"
"78013","Muertos","3/06/2016","18:14:00","Atropello","CR 43 CL 55","F","45","Peatón","Jun","Vie",3,"18","40 - 49",2016,28689,"6,250726984","-75,56102201","10 - La Candelaria","Boston"
"78067","Muertos","4/06/2016","10:50:00","Choque","CL 57 C CR 30","M","22","Motociclista","Jun","Sáb",4,"10","20 - 29",2016,28731,"6,249003853","-75,55000643","08 - Villa Hermosa","Enciso"
"78104","Muertos","4/06/2016","23:00:00","Choque","CR 48 CL 16 A Sur - 43","M","18","Motociclista","Jun","Sáb",4,"23","10 - 19",2016,28777,"6,189949373","-75,58053682","14 - El Poblado","Santa María de los Ángeles"
"78123","Muertos","5/06/2016","07:15:00","Choque","CR 64 C CL 104 - 80","M","24","Motociclista","Jun","Dom",5,"7","20 - 29",2016,50016000206201626624,"6,302047298","-75,56350397","05 - Castilla","Las Brisas"
"78191","Muertos","6/06/2016","05:05:00","Choque","CL 68 CR 89","M","19","Acompañante de Motocicleta","Jun","Lun",6,"5","10 - 19",2016,28861,"6,279213831","-75,59664087","60 - Corregimiento de San Cristóbal","Palenque"
"78192","Muertos","6/06/2016","05:05:00","Choque","CL 68 CR 89","M","21","Motociclista","Jun","Lun",6,"5","20 - 29",2016,28861,"6,279213831","-75,59664087","07 - Robledo","Palenque"
"78286","Muertos","7/06/2016","11:30:00","Choque","CR 50 CL 29","M","24","Motociclista","Jun","Mar",7,"11","20 - 29",2016,29104,"6,231921356","-75,57439481","16 - Belén","Perpetuo Socorro"
"78370","Muertos","8/06/2016","11:30:00","Atropello","CL 44 CR 79 - 168","M","61","Peatón","Jun","Mié",8,"11","60 - 69",2016,80213,"6,250209037","-75,59916015","12 - La América","Los Pinos"
"78505","Muertos","10/06/2016","07:20:00","Atropello","CR 121 B CL 52 - 130","M","86","Peatón","Jun","Vie",10,"7","80 o más",2016,29856,"6,2699784","-75,62813078","60 - Corregimiento de San Cristóbal","Suburbano La Loma"
"78659","Muertos","11/06/2016","19:50:00","Choque","CR 57 CL 56","M","21","Motociclista","Jun","Sáb",11,"19","20 - 29",2016,29960,"6,257476292","-75,5724515","10 - La Candelaria","El Chagualo"
"78692","Muertos","12/06/2016","00:40:00","Choque","CR 63 CL 58","M","34","Motociclista","Jun","Dom",12,"0","30 - 39",2016,30063,"6,261085675","-75,57416676","07 - Robledo","Universidad Nacional"
"78768","Muertos","12/06/2016","19:00:00","Atropello","CR 80 CL 103","M","55","Peatón","Jun","Dom",12,"19","50 - 59",2016,30585,"6,302294554","-75,57874792","06 - Doce de Octubre","Santander"
"79059","Muertos","15/06/2016","15:30:00","Choque","CR 83 CL 32 B","M","44","Motociclista","Jun","Mié",15,"15","40 - 49",2016,34402,"6,235321419","-75,60589574","16 - Belén","Nueva Villa de Aburrá"
"79082","Muertos","15/06/2016","19:05:00","Atropello","Km 4 Vía Heliia","M","37","Peatón","Jun","Mié",15,"19","30 - 39",2016,30865,"6,221805674","-75,70381574","80 - Corregimiento de San Antonio de Prado","Sin Inf"
"79116","Muertos","16/06/2016","05:55:00","Choque","CR 61 CL 58","M","38","Motociclista","Jun","Jue",16,"5","30 - 39",2016,32020,"6,172877558","-75,64250258","10 - La Candelaria","Cabecera San Antonio de Prado"
"79399","Muertos","18/06/2016","22:20:00","Atropello","CR 64 C CL 112","M","70","Peatón","Jun","Sáb",18,"22","70 - 79",2016,31429,"6,3065298","-75,55919745","05 - Castilla","Toscana"
"79433","Muertos","19/06/2016","11:00:00","Atropello","CR 52 CL 82 A","F","64","Peatón","Jun","Dom",19,"11","60 - 69",2016,80229,"6,27719753","-75,56408985","04 - Aranjuez","Miranda"
"79516","Muertos","20/06/2016","00:10:00","Choque","CL 79 CR 50 C - 61","M","22","Motociclista","Jun","Lun",20,"0","20 - 29",2016,80234,"6,273255034","-75,56138757","04 - Aranjuez","Miranda"
"79588","Muertos","20/06/2016","14:50:00","Atropello","CL 95 CR 70 A - 3","F","64","Peatón","Jun","Lun",20,"14","60 - 69",2016,31753,"6,29038197","-75,57422592","05 - Castilla","Castilla"
"79600","Muertos","20/06/2016","15:45:00","Atropello","CR 54 CL 44 A - 59","M","61","Peatón","Jun","Lun",20,"15","60 - 69",2016,31840,"6,246714314","-75,57332342","10 - La Candelaria","Guayaquil"
"79800","Muertos","22/06/2016","16:45:00","Choque","CL 4 CR 18","M","59","Acompañante de Motocicleta","Jun","Mié",22,"16","60 - 69",2016,50016000206201634816,"6,199052994","-75,55368754","14 - El Poblado","El Tesoro"
"79822","Muertos","22/06/2016","23:55:00","Caida Ocupante","CR 10 CL 9 Vía Las Palmas KM 7 + 920","M","25","Motociclista","Jun","Mié",22,"23","20 - 29",2016,32230,"6,20198668","-75,54442361","90 - Corregimiento de Santa Elena","Las Palmas"
"80022","Muertos","25/06/2016","02:00:00","Atropello","CR 80 CL 30 A - 30","F","51","Peatón","Jun","Sáb",25,"2","50 - 59",2016,32724,"6,232046053","-75,60093597","16 - Belén","Belén"
"80055","Muertos","25/06/2016","14:00:00","Choque","CR 51 A CL 95","M","27","Conductor","Jun","Sáb",25,"14","20 - 29",2016,32700,"6,28732358","-75,56143529","04 - Aranjuez","San Isidro"
"80083","Muertos","25/06/2016","21:15:00","Choque","CR 48 CL 17 A Sur","M","40","Motociclista","Jun","Sáb",25,"21","40 - 49",2016,35567,"6,188995769","-75,58094455","14 - El Poblado","Santa María de los Ángeles"
"80125","Muertos","26/06/2016","12:40:00","Volcamiento","CR 16 B CL 32 - 14","M","18","Ciclista","Jun","Dom",26,"12","10 - 19",2016,32789,"6,225960176","-75,54618455","09 - Buenos Aires","Bomboná No. 2"
"80225","Muertos","27/06/2016","10:53:00","Atropello","CR 63D CL 42D","M","47","Peatón","Jun","Lun",27,"10","40 - 49",2016,32903,"6,247083223","-75,58209693","11 - Laureles Estadio","San Joaquín"
"80227","Muertos","27/06/2016","11:50:00","Atropello","CL 77 CR 35 - 14","M","73","Peatón","Jun","Lun",27,"11","70 - 79",2016,33028,"6,268926753","-75,5457658","03 - Manrique","El Raizal"
